,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2000_agg,2010_agg,pct_delta
29,96882,92503,Riverside,CA,Riverside,Riverside,30,75.4828,75.1906,75.2246,77.2631,77.1725,74.4695,73.1987,74.8578,73.9305,74.1418,74.5941,74.5346,73.2423,72.957,73.1743,74.4746,76.0741,74.5088,74.6099,75.0912,75.9732,78.9256,79.5477,79.0816,78.8987,80.8989,81.5675,78.8199,79.3019,79.466,80.0454,83.709,86.9573,87.4874,87.098,84.4267,84.2715,84.9264,87.2729,90.2168,90.9621,92.9694,93.2154,92.2265,91.263,90.0515,91.7672,94.7178,97.8184,97.4302,97.8705,100.2744,99.8021,100.1529,99.8461,99.5169,99.9442,101.3322,101.2022,104.1056,108.1245,110.9639,111.8554,111.719,112.6937,115.1686,115.6285,114.6425,114.0778,115.0041,113.4035,115.2461,118.1167,119.1253,120.9538,124.3545,125.431,130.1229,129.4681,131.2373,131.5114,129.9265,130.5943,131.9383,136.0933,138.0524,141.5178,147.8711,151.304,152.8737,157.8672,158.404,160.4238,161.9687,171.5141,183.3225,192.0318,197.523,204.4104,212.1229,219.4821,225.913,228.7209,228.8151,223.3446,226.4914,228.3198,233.7033,243.356,248.1732,254.9104,254.5399,258.2419,267.1552,278.2873,276.4922,274.9546,280.4533,277.1241,284.3681,280.9796,276.1827,284.9385,286.5678,291.8587,280.5606,282.6207,271.3329,256.8705,242.7328,253.9749,260.5739,258.5909,248.9572,250.4075,249.9125,233.1288,211.4418,204.8655,201.1786,185.4941,173.5589,161.4055,161.871,157.6594,156.5583,156.7279,157.778,156.2002,148.281,146.0728,138.5831,131.6101,134.4688,130.3178,125.4443,123.7666,123.6095,125.705,123.444,120.6528,121.3689,121.0705,123.0581,123.0747,123.942,126.4177,126.8154,128.3786,127.9214,128.1816,128.6299,132.0612,129.3471,134.1359,127.5919,127.8472,127.8237,122.8655,123.726,130.3789,132.4191,127.72,128.1303,130.4748,127.3263,124.9528,122.9263,121.6758,115.4226,113.4254,117.9758,131.7857,133.8982,125.9488,125.8574,126.7744,128.4468,123.9738,130.2308,133.7064,144.0487,145.8546,146.9977,145.3006,152.2115,153.1786,157.8821,161.3295,165.538,172.1129,171.7355,182.7731,182.9112,180.7812,179.5925,177.0103,184.2029,195.1682,190.6185,193.4205,190.1148,189.6213,197.2468,194.2596,194.2185,190.4715,191.3986,195.9229,205.3478,198.5045,200.7988,202.5881,209.4104,220.1934,92.9570333333,128.744833333,1.38499292325
30,96368,91342,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,31,93.4475,91.6101,89.9679,87.8777,89.8327,89.1349,89.9269,89.969,84.8579,84.7903,86.8106,86.0112,82.8087,82.016,80.7402,84.1802,87.7958,86.6348,88.8312,92.8058,95.4831,91.0697,95.2351,93.3739,95.1119,99.2142,94.7579,91.4859,95.994,97.7253,98.751,103.7223,106.4991,105.7453,99.0205,100.7145,105.3772,103.7068,104.7731,102.2087,106.5519,103.4969,106.8038,111.4723,112.683,114.3973,113.2716,112.507,112.3702,112.1137,114.466,116.2386,118.9488,118.8001,119.1909,121.6041,120.8019,121.4696,119.5891,119.4028,119.8749,122.8636,124.8079,126.9786,129.3067,130.4032,136.522,132.4011,131.2945,132.6826,135.0267,132.6447,137.5338,139.8675,142.473,146.1727,148.7207,149.6514,153.6638,157.9044,165.6283,172.3327,175.1724,172.8814,173.4835,178.3765,179.3357,180.0197,187.3872,192.7621,194.8941,200.935,198.9481,197.053,208.2672,214.6365,224.4214,245.0422,252.64,249.2201,252.7445,257.4537,254.3808,257.8338,260.7599,272.185,281.7733,289.7005,287.3823,289.0977,293.3134,304.2356,312.337,321.4824,321.1045,327.2609,322.8175,331.8411,329.8784,332.2342,333.0916,334.6334,337.1712,336.1138,342.2503,347.3617,348.5537,342.4048,319.8174,315.5288,316.1834,325.1522,342.4187,331.8841,319.8212,324.2741,328.5577,315.006,312.5124,286.295,279.8627,260.5963,251.2527,250.42,249.1353,253.2285,251.3121,240.5443,240.9036,233.2444,232.3435,227.062,209.4105,200.8272,208.6426,198.5556,195.062,189.6778,189.4674,190.1592,188.301,185.9194,195.2383,197.964,200.3565,197.3166,193.986,186.5095,186.4724,190.8261,186.894,181.6103,187.8352,193.9403,187.4188,178.1089,183.0229,186.1482,187.9256,183.1689,168.0911,165.849,169.5401,194.0814,190.1897,179.9644,167.1511,172.2949,179.2957,178.0542,179.1461,182.1323,180.4532,192.6769,193.6825,187.6248,174.3681,189.5743,174.7526,177.4528,170.2813,179.9846,183.97,185.9303,200.3919,212.0788,216.7129,220.0237,216.4678,228.309,224.2613,223.2581,228.7904,222.5847,218.3691,231.0463,241.9973,244.9469,232.083,225.0152,231.9511,226.7849,227.6788,229.0685,240.0766,240.0847,239.0259,238.1227,253.4075,246.2628,237.902,255.1074,271.2671,270.9371,264.4171,113.870733333,194.764,1.71039558892
33,97223,93307,Bakersfield,CA,Bakersfield,Kern,34,58.9038,58.2197,54.1737,53.5048,54.7959,55.6757,57.1347,56.2693,57.3851,55.6915,55.9816,57.5639,58.5851,56.2533,55.8806,55.7626,57.0229,57.3875,57.6696,56.0215,52.6472,49.1192,51.6498,54.0679,55.6771,59.0563,61.1576,57.3984,57.0829,60.3524,60.2512,58.0752,56.4464,60.9448,59.1016,60.3074,59.5302,59.8946,61.9834,62.4003,62.1155,57.1428,56.0675,57.9931,56.8778,53.7895,52.422,51.7032,51.7951,55.9788,57.0593,59.4847,59.8121,59.708,59.7168,60.7843,58.9006,56.9121,58.2245,61.4244,62.6094,64.482,66.1379,67.8398,67.8558,67.4896,67.4334,68.158,69.9911,70.3387,69.2623,67.8419,66.446,68.9784,70.8038,72.302,71.7673,70.9149,70.9759,72.5249,74.4807,75.0982,73.8226,73.9671,74.5229,77.0611,78.7932,80.3812,81.6271,83.6893,87.2227,87.3277,88.2275,89.8904,91.3678,94.9622,97.6375,103.8603,106.8814,112.7677,114.0513,114.1385,116.1332,119.278,121.0494,125.1459,133.2189,138.3507,145.5306,153.6146,161.8003,162.9677,169.2738,175.0082,179.2404,184.3982,190.3337,190.0831,186.6805,189.7827,184.6995,179.9798,180.6767,185.3119,187.4254,190.8837,188.9267,187.3577,178.163,176.835,174.0685,173.6494,169.2003,164.7121,169.6513,170.0604,170.8811,164.8406,159.2181,154.0332,152.5707,147.2903,143.7378,136.92,134.3109,130.6074,130.1981,125.2101,127.0942,121.7834,109.3253,93.7818,88.2867,87.1568,,74.7936,76.7139,74.584,75.4491,68.1287,69.316,77.4739,79.6758,76.7236,74.5338,70.1363,67.3574,67.9201,73.7983,77.6431,75.8508,71.0743,70.3216,67.9161,69.01,69.8799,65.0925,67.09,65.2792,66.8331,64.9518,65.0949,64.0551,65.0014,68.0311,69.9419,71.9646,64.7424,59.3756,59.9423,60.2898,57.4864,57.9074,60.9226,54.381,60.7341,66.6005,69.8353,70.0749,76.2087,76.6764,74.772,86.1166,81.261,76.4251,82.0781,88.2323,94.3364,90.9242,88.6767,91.0607,94.033,97.846,100.7977,99.9408,103.8814,108.1313,103.9673,105.2267,109.855,107.7328,101.0307,98.8115,95.6879,104.3715,106.1746,108.1747,102.2834,104.6869,109.5681,103.1851,106.7434,108.6162,109.9983,107.6742,57.2154666667,74.7943666667,1.30724034993
36,96546,91911,Chula Vista,CA,San Diego,San Diego,37,91.4285,94.4706,93.4756,95.904,94.3164,94.4391,95.4237,90.2773,96.3581,93.3084,88.7489,85.114,89.8818,91.9359,94.5355,94.8475,97.3263,93.3551,96.7499,100.6826,95.1969,91.5116,88.6904,90.8346,101.2099,97.9129,98.4122,99.071,98.9014,103.1385,105.1476,103.0162,100.5333,104.3741,105.6486,106.0979,101.7153,103.5726,103.7718,104.5623,107.0484,103.7897,101.452,101.3145,102.116,108.8869,117.2098,113.8699,113.479,112.4296,119.4489,122.0957,126.0627,127.5559,123.7081,128.8177,126.9692,130.57,130.3252,130.2197,132.7969,134.798,138.0103,143.0404,144.1546,141.6343,146.0215,150.0853,153.0064,147.3819,147.8972,153.8286,158.6672,160.7674,161.4916,165.7974,176.2615,186.0505,188.6513,186.2059,189.3605,193.9806,202.5381,207.1494,209.3715,210.0818,215.2156,214.5924,218.8305,224.2246,223.7804,229.8171,236.325,243.1156,242.9401,249.2351,259.4896,269.9082,271.8983,274.8518,283.1555,287.0943,291.6455,296.048,303.2528,289.8717,297.7239,309.5009,311.4763,313.1796,321.724,325.8639,318.4121,316.9971,323.6201,325.9808,318.7839,310.7269,319.6799,316.6365,319.0887,326.9404,319.5315,328.6513,327.2633,328.1825,318.6255,292.5345,305.0513,320.2932,321.677,322.2863,299.3074,302.3661,314.7894,303.7805,318.2763,,,,,,,,,222.701149425,205.9763,208.953,202.0842,192.4747,183.5913,,166.2536,161.9536,165.9299,147.7853,164.5005,175.0208,169.4332,154.6364,166.5532,187.5179,185.6443,183.4343,177.767,169.0909,163.1323,160.4362,165.8951,173.5273,176.3203,180.6833,182.905,175.2077,158.665,165.8675,158.1501,161.2953,170.5595,177.8154,173.6719,171.4537,166.9897,166.7434,162.744,163.3838,164.5555,167.0265,160.8504,169.3485,167.1177,171.6291,167.7573,159.3265,174.046,177.3516,179.964,175.8824,175.8553,176.2984,182.6818,168.0577,165.1591,191.0033,192.6371,193.1019,207.5079,206.1268,198.0808,205.7181,219.7517,220.8017,216.9906,208.4482,206.0662,212.5202,240.0268,243.2381,237.9944,225.7068,222.347,229.5934,245.528,239.8412,240.8895,232.9815,244.7254,244.0626,256.3331,256.6799,257.8672,254.4844,248.6314,257.1749,258.123,114.610333333,164.113266667,1.43192382304
37,90769,75217,Dallas,TX,Dallas-Fort Worth,Dallas,38,,,,,,,,,44.0388888889,44.0864,44.0215,44.8959,46.1865,47.0086,44.9709,46.6746,47.503,47.0891,45.9702,46.9819,47.7122,44.8718,45.4838,45.845,46.3674,47.1227,46.8529,48.3666,48.4525,49.9663,50.6192,50.7474,48.689,48.697,48.1064,48.2823,48.4724,48.984,51.6895,51.6536,54.0793,54.532,54.248,54.5544,54.1965,51.2447,51.3651,49.6166,52.5975,55.996,55.2631,54.0097,53.2987,55.0955,57.2696,59.0402,59.9822,57.5197,56.7315,54.423,53.1939,54.5344,55.5868,55.2185,54.906,57.4207,59.0029,58.8605,58.9475,59.1274,59.1923,59.219,60.124,61.7419,62.5208,63.9194,61.9455,60.6089,59.802,61.969,64.1929,64.4004,61.9598,64.1045,62.2322,62.3362,64.9268,65.7226,67.8386,66.8552,65.4628,61.3339,57.308,59.2483,60.8068,65.9631,69.4695,72.2835,70.4851,71.9969,71.2004,70.8535,68.4582,67.9857,69.3124,66.6382,66.533,67.6105,66.7694,67.7985,68.7653,70.9493,69.5263,69.1102,69.8968,68.8343,67.1425,69.6133,70.9135,73.7604,74.1865,74.6024,71.133,70.6758,70.1617,71.1543,70.1318,70.4189,70.8392,69.6579,68.5919,71.0551,69.0687,75.6707,75.6433,77.5944,75.3847,69.6249,68.8124,67.545,67.924,68.781,67.9476,67.28,68.4922,62.9577,61.0314,60.1408,58.0876,58.1937,54.4619,51.7919,53.8246,46.1693,46.7454,43.7801,42.2597,46.5951,45.3394,44.4145,46.3938,48.5031,53.0535,58.062,56.7387,50.5943,52.4492,49.3277,50.3621,49.9359,45.4837,45.1317,40.1635,37.2791,43.0907,38.6952,42.5959,38.162,37.3446,39.6088,39.3034,38.2249,36.6206,42.2515,40.7167,36.3764,38.2175,35.4028,39.9472,38.2419,34.8543,38.9753,43.7111,39.2123,34.143,36.1435,39.773,46.1547,42.8458,39.9989,36.7942,35.2896,34.3579,35.8951,38.3401,44.1232,44.6814,48.9849,46.3269,46.4415,47.0782,43.9662,41.7048,45.1526,46.4606,44.4248,46.6232,49.1398,53.597,52.3047,48.7538,47.3263,49.9986,52.0032,58.4512,56.1959,55.0922,54.5511,55.9645,60.3115,62.6413,67.481,61.9038,60.69,60.3032,52.4871333333,44.9752,0.856880479914
38,84619,60617,Chicago,IL,Chicago,Cook,39,63.3784,63.2743,64.2327,68.348,63.8323,65.7229,70.7531,69.4623,68.3839,62.1263,66.7343,68.4994,70.6116,68.5169,65.9333,72.319,75.1453,74.3283,70.9089,71.8906,70.4655,68.4806,61.4388,66.6699,67.733,65.934,65.1851,69.7354,69.3936,72.7663,73.6972,75.0677,71.3659,76.0651,76.5404,74.5045,73.3329,72.0878,72.4542,78.644,80.0948,78.1753,83.738,81.0238,82.1015,79.4165,71.7499,70.9094,72.9712,80.122,84.4493,85.2874,83.9253,81.6924,84.0572,83.6647,84.8072,86.0518,85.1078,82.8266,83.0023,86.1523,89.5306,93.4978,90.8351,87.1521,87.4025,92.8245,98.1389,96.362,92.4249,85.7872,89.0654,89.1346,91.7213,93.8877,91.6455,88.7668,86.128,89.367,93.4038,94.362,95.5864,95.37,95.5152,101.4607,108.495,105.3465,106.3321,103.7494,101.9736,102.3768,103.3914,104.0291,97.7921,97.7713,102.9457,105.3339,108.5337,110.3542,115.2927,114.078,112.9425,108.6278,111.4579,112.3542,118.7209,120.9907,120.9162,119.4806,125.8916,129.3116,133.7611,129.8402,132.8625,133.7854,134.0642,132.5377,133.3096,130.8657,132.4447,136.1323,139.7854,147.8312,139.0763,143.2717,147.4114,148.5513,145.9879,144.9216,143.0346,147.2092,146.384,142.9973,140.9593,147.5562,149.212,147.0024,147.5478,146.4142,146.7216,128.3369,125.9015,123.3664,136.4605,142.5384,153.3038,146.0276,136.6476,129.9397,122.3745,123.4122,127.8101,130.108,,,,132.692307692,129.7519,118.5966,117.6555,,138.614,127.4847,126.1828,120.4295,,122.7088,109.5793,109.9629,113.613,119.1815,108.3816,86.6179,94.2575,109.3212,107.5987,99.9278,,73.077,67.4458,62.4388,81.1306,,95.0558,96.9937,93.6374,81.9843,63.1006,68.2464,,68.709,,,94.5359930616,85.6339,77.9425,86.8061,,65.3559,66.4694,,,,57.5657894737,61.6845,69.8577,80.1481,73.7987,,82.9431,80.5014,67.6446,,,86.4055299539,,,86.8559,88.8392,75.7146,,102.8204,85.7582,81.2466,73.9923,83.3455,,66.385,82.7153,95.6969,106.7988,109.777,,81.0606,80.5111333333,116.821766667,1.4510013936
40,96488,91744,La Puente,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,41,102.6999,104.0185,106.3792,109.1179,108.2561,109.2239,101.1074,101.504,103.7576,105.2843,107.9985,102.1121,102.4661,100.3481,102.6623,104.1824,96.7202,97.393,99.5014,103.5782,104.2921,104.5176,102.8641,102.5222,99.7613,103.9138,105.3812,101.9019,99.8142,103.9857,106.5604,109.3213,106.1579,109.2905,109.0011,110.2313,109.2862,108.7391,105.0144,106.0461,108.7639,108.9212,109.0306,111.8713,111.9401,114.7146,113.2843,110.0384,111.2631,118.2494,118.3285,119.2801,123.7311,125.3567,128.992,130.9199,136.9798,137.8368,136.414,131.9654,134.4088,138.0433,138.7672,134.5001,131.3911,133.797,141.5242,141.5188,145.9632,148.9459,148.0391,146.2591,145.7707,148.7164,148.8463,149.8432,152.7009,164.1518,165.8683,170.0505,168.1395,166.8155,169.5153,169.5348,175.2041,180.722,187.2402,188.8539,190.5039,193.1609,198.7779,201.8487,208.0644,219.2227,225.2779,233.0084,234.833,239.0641,250.2649,257.5165,269.5891,276.1953,286.7145,275.7879,284.6438,281.1213,276.199,292.6992,308.1541,303.9765,305.682,308.6201,319.0761,330.7499,343.9112,358.6795,362.4172,364.9327,358.4838,359.4691,372.5201,370.5046,365.8132,360.8514,361.7583,364.1438,373.9623,374.2066,378.9346,373.0507,366.9304,368.0524,372.2463,365.7076,355.1992,351.3935,350.9404,342.2182,357.458,343.1299,342.4982,,315.1548,,308.7682,,,254.531492666,256.1925,246.4585,234.9836,228.1307,228.663,229.1445,218.4575,209.0102,203.261,209.8778,209.4982,195.1146,196.7048,200.9603,206.5546,212.9753,208.1865,210.7813,201.6138,195.7429,199.4261,215.5297,219.5253,227.2045,210.568,207.2356,209.5968,192.7113,206.2609,210.2576,209.2067,198.9882,194.3987,196.6218,201.7596,205.4958,201.6342,198.5892,193.5431,198.6996,203.927,202.4779,196.1772,195.1176,192.3929,203.9706,201.5043,200.0875,200.9007,202.6252,207.1416,204.3828,192.6786,197.367,197.9741,208.6457,211.6717,237.8854,263.9574,266.9094,259.8606,255.0448,265.0927,271.362,270.4978,280.787,282.7224,,262.2267,266.2301,262.2783,272.3802,279.4524,280.6536,281.9849,286.3104,,,,311.46179402,294.7307,294.0461,289.226,298.11,305.6877,306.8543,309.0627,120.613966667,216.7278,1.79687150659
41,61790,10314,New York,NY,New York,Richmond,42,88.1961,89.4347,107.6156,111.0387,106.3263,98.9875,98.1339,90.0704,91.4372,93.3977,89.0918,87.0951,92.5505,93.2623,89.5608,89.9751,100.4283,97.7162,91.9602,89.8298,94.3211,98.4523,102.96,98.8414,95.1233,89.5019,91.839,93.9111,98.5433,101.9831,102.1423,100.1365,99.3535,101.6918,101.8142,100.1292,103.773,107.6515,107.609,109.8419,105.1404,105.2883,108.5512,105.7361,104.9801,107.8914,106.9823,109.3832,113.2942,115.6452,121.444,125.1825,122.5001,126.2939,127.6208,131.8995,130.6752,138.5611,142.2877,137.5118,137.2444,134.8523,135.875,137.6066,143.4712,145.2183,140.5717,150.1855,147.1597,142.063,149.2696,153.7386,153.7565,156.6374,168.6565,170.6938,174.6629,166.3881,177.6809,178.5087,180.6152,180.1803,173.5605,175.858,179.1461,184.5049,189.1791,191.0815,198.9468,197.9687,193.474,191.9103,199.295,194.7741,200.6316,209.4701,209.9132,210.289,202.0553,201.1474,205.57,219.8053,229.0615,222.7032,225.9931,227.5725,232.3063,240.6449,241.1221,238.647,237.8217,252.2227,255.6618,260.5214,259.8479,272.5129,264.0185,264.6424,268.3548,271.4034,265.4397,268.2216,260.2534,272.372,290.1866,299.514,285.2579,268.342,275.9822,274.4864,270.2093,266.268,266.8073,259.3683,257.8137,264.3588,265.4717,270.9589,269.3716,273.2817,262.1168,256.2256,257.5488,262.7015,269.1949,265.9814,255.9297,252.2082,242.7269,246.8663,242.7409,256.1367,274.6684,270.7973,253.2178,244.3719,260.1391,264.6213,251.7574,240.1501,248.866,250.7513,242.6259,249.107,240.1767,253.9064,253.8234,251.2333,246.0,245.5867,249.4197,245.8289,241.6951,248.6729,251.6245,267.1282,259.0763,243.5545,245.0429,239.1781,251.4581,270.565,259.2868,236.2469,228.7004,230.254,224.6395,222.5419,224.8122,234.3095,233.664,235.6669,234.1993,226.5634,241.9215,244.9686,234.7694,244.7299,245.8526,233.5912,232.3657,230.3006,235.7131,223.9321,224.1641,224.8538,232.1778,240.9157,241.2206,241.09,236.1993,240.094,233.9123,236.4435,235.0981,235.2651,248.6643,270.933,262.5826,249.602,245.6347,254.9282,251.486,253.1539,256.7747,253.8992,255.1888,243.3415,249.7993,262.6312,271.7998,279.0434,276.9718,273.5344,277.8398,116.0481,256.086066667,2.20672347644
47,96846,92376,Rialto,CA,Riverside,San Bernardino,48,63.5787,63.3981,62.6508,63.9828,62.3682,62.7162,63.3197,60.8817,60.5162,60.7074,58.4106,58.0626,57.2931,57.9917,58.0649,57.7096,58.9908,60.7699,59.914,61.8447,62.8546,62.7984,63.6608,62.4979,62.5122,63.0109,62.7132,63.2937,61.7295,61.1709,63.127,64.5588,65.7433,65.2122,65.3304,65.9698,68.2836,68.4426,67.0943,67.2065,67.4483,66.913,68.2579,69.6197,70.5937,70.4344,72.674,73.8036,74.2629,75.059,75.2345,78.1902,80.5067,81.8269,81.2715,81.2463,82.1792,81.9816,81.8927,83.2419,84.1463,83.7707,85.2325,88.3419,89.8806,89.905,91.0659,90.3962,92.6766,93.9787,93.5343,94.997,95.1458,97.3416,98.5903,99.7339,100.9912,103.6146,105.7322,107.8361,108.5556,111.5161,111.8331,112.6838,115.6128,118.0207,123.2274,125.6818,126.5822,128.5491,131.9444,132.5484,135.8829,139.2279,145.4769,147.7545,152.4712,159.2758,166.9298,174.3032,181.0012,185.7228,189.0628,188.671,191.0505,195.0373,200.8532,204.1847,206.8216,213.3955,218.4145,224.6171,231.1382,237.4203,247.4452,252.0235,250.8847,251.1482,251.9574,252.3179,256.8436,253.9353,260.1096,262.021,264.6354,259.7883,260.0058,259.9854,256.6012,253.7418,257.6228,255.5491,249.9222,246.2199,252.3403,256.4617,242.9228,238.8883,235.2339,227.4126,218.8685,,,,182.291666667,,,,,135.368663594,122.7803,,,106.727037516,109.4272,101.3938,98.6047,97.0287,98.0789,98.6891,100.632,104.4198,104.0492,103.3467,102.6804,105.5355,106.0985,107.3068,106.8567,108.4692,108.8416,108.6493,107.5079,105.0623,102.0245,105.2396,104.2878,106.9001,109.9803,109.1593,104.984,103.8613,107.3942,107.9877,105.8647,105.5248,104.1393,108.6489,106.1686,108.9988,108.2999,108.86,113.9728,117.9819,113.6839,113.5485,112.7952,116.3996,120.6686,126.1004,119.9916,117.5672,111.4669,115.6711,124.6314,128.2485,136.6363,144.1404,147.8584,146.9541,143.7093,143.0299,156.2192,163.0995,163.4727,162.7781,167.5151,163.5064,168.3988,175.2677,165.8132,165.1149,170.6089,166.7008,164.7903,166.2034,160.7475,164.9535,169.9987,176.7999,179.0748,180.8742,177.4762,183.5357,182.2148,72.5427333333,106.387545839,1.4665500037
49,96465,91706,Baldwin Park,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,50,102.5349,98.1179,97.5215,94.2719,99.9333,99.6365,104.2269,100.769,100.2182,102.296,104.2231,103.1887,101.553,93.7801,91.6705,87.8218,84.8776,84.605,91.3544,95.9777,96.8828,96.6137,94.2794,88.5334,94.0921,100.8262,102.3378,105.9799,101.6127,99.7398,96.5643,96.8661,99.4456,103.2682,103.7423,104.1723,102.1795,98.6913,101.6319,107.0233,109.7207,104.5891,104.0958,104.1932,105.7957,104.4562,108.5229,103.06,106.2676,104.9009,108.0205,109.4097,113.7557,115.215,117.2597,122.5347,122.4146,119.299,116.0244,119.4533,122.7277,123.5746,122.7253,122.0517,122.7941,124.9063,128.1486,132.495,131.9597,132.7374,133.4711,132.2614,135.0301,138.4331,146.0963,151.2083,146.394,146.9537,150.1686,151.2551,158.8784,159.3167,158.1665,155.0299,164.6542,173.1395,175.4469,174.1799,177.8406,179.5076,190.9313,194.9455,199.6571,199.7643,196.5155,206.2855,217.2232,221.4458,225.0365,229.0257,239.2607,249.1689,258.8243,259.2202,268.6,260.2825,275.7599,280.2758,278.6372,285.2378,297.8237,301.9986,302.5096,313.7092,326.6894,332.7801,324.7751,336.9066,344.2422,342.0762,338.2205,338.8364,339.7546,342.911,353.6744,349.472,352.9935,350.0074,343.9153,341.0679,358.136,350.1193,351.7934,341.43,335.802,341.2506,323.2848,319.5764,319.3709,315.475,,307.0899,,267.5803,252.0168,262.931,,230.4467,225.7556,235.7978,237.0378,224.4209,204.7118,208.8878,,206.3263,198.7054,200.0854,209.6873,206.0631,205.3355,205.9617,204.6396,202.3289,204.1439,202.4733,195.1995,198.1257,200.2043,195.1894,204.5108,208.0934,214.8891,209.6051,209.5485,211.6322,206.5349,196.6916,199.3344,195.4463,197.7412,198.4723,196.16,199.362,204.493,200.0232,192.9658,191.8723,185.9797,182.0493,198.563,204.6662,194.3727,182.0994,187.1494,196.2524,197.9218,192.467,197.8127,198.5802,194.6705,214.2654,216.9643,213.5452,218.0,,,,215.620507906,222.8925,230.5504,233.9915,238.9789,238.7901,,244.4042,,253.5862,267.414,259.0158,241.1503,,280.7336,,248.3601,243.078,,262.7382,271.7035,274.473,280.9303,279.1197,287.291,294.1186,285.7434,109.0078,202.684233333,1.85935532442
